Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
Bournemouth,Neto,br BRA,GK,34,32,32,2880.0,0,0,0,5,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,32.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,692,1060,65.3,20318,15023,95,97,97.9,360,371,97.0,236,585,40.3,0,0.0,0.0,0.0,0,23,0,0,0,1060,749,307,84,0,2,0,0,0,0,0,0,692,4,2,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,12,3,1138,949,1129,9,0,0,1138,2,2,100.0,0,0.0,635,3771,2495,0,0,0,0,0,474,0,90,84.2,32,90,32,0,,4,1.22,46,55,-9,-0.28,+0.39,49.0,49.5,-0.5,-0.02,+0.27,1,0,0,0,0,38,9,0,100.0
Newcastle United,Nick Pope,eng ENG,GK,31,15,15,1345.0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,,14.9,0,1,0,0.0,0.07,0.00,0.00,,14.3,0,0,0,0.03,0.0,0.0,307,399,76.9,7910,4836,59,60,98.3,168,172,97.7,79,165,47.9,0,0.0,0.0,0.0,0,5,0,0,0,399,274,125,30,0,0,0,0,0,0,0,0,307,0,0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,434,366,428,5,1,1,434,0,0,,0,,217,1147,633,0,0,0,0,0,172,0,90,39.3,15,90,14,0,,3,1.93,36,16,+20,+1.34,+1.21,31.5,15.1,+16.4,+1.10,+1.17,0,3,0,0,0,13,3,1,75.0
Chelsea,Nicolas Jackson,sn SEN,FW,22,35,31,2799.0,5,14,0,10,0,18.6,18.6,4.3,70,67,200,0.45,0.16,0.61,0.45,0.61,0.60,0.14,0.74,0.60,0.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.1,14,80,38,47.5,2.57,1.22,0.18,0.37,12.6,0,0,0,0.23,-4.6,-4.6,515,666,77.3,6528,1537,323,386,83.7,126,164,76.8,20,27,74.1,5,4.3,2.9,+0.7,38,40,21,0,67,666,613,52,1,11,0,5,2,0,0,0,0,515,1,25,95,3.05,60,1,18,8,6,2,11,0.35,7,0,2,2,0,0,21,13,5,8,8,5,24,20.8,19,20,5,15,4,25,17,0,998,28,94,450,480,151,998,105,54,51.4,36,34.3,616,4579,2122,70,44,32,87,66,752,200,80,81.8,31,86,17,4,31,0,1.63,65,48,+17,+0.55,+0.98,64.3,46.5,+17.7,+0.57,+0.76,28,40,28,5,0,98,35,63,35.7
Nottingham Forest,Nicolás Domínguez,ar ARG,"MF,FW",25,26,19,1495.0,2,2,0,4,0,1.3,1.3,1.0,14,91,43,0.12,0.12,0.24,0.12,0.24,0.08,0.06,0.14,0.08,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,0.06,+0.7,+0.7,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1.0,1.3,+1.0,10,61,16,1,91,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0,1049,39,266,542,248,33,1049,17,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43,58,43.7,19,74,3,7,12,6,0.92,16,27,-11,-0.66,-0.33,18.6,20.8,-2.2,-0.13,-0.08,26,16,2,6,0,108,21,19,52.5
Aston Villa,Nicolò Zaniolo,it ITA,"FW,MF",24,25,9,839.0,0,2,0,7,0,2.6,2.6,1.0,35,30,60,0.21,0.00,0.21,0.21,0.21,0.28,0.11,0.39,0.28,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,2,27,10,37.0,2.90,1.07,0.07,0.20,14.0,0,0,0,0.09,-0.6,-0.6,150,228,65.8,2141,550,94,119,79.0,44,62,71.0,6,15,40.0,0,1.0,0.7,-1.0,10,17,5,0,30,228,225,2,0,0,2,18,1,0,0,0,0,150,1,23,30,3.23,20,0,2,6,1,1,3,0.32,3,0,0,0,0,0,19,9,10,7,2,9,17,52.9,8,13,0,13,1,20,11,0,402,11,53,171,184,60,402,48,13,27.1,30,62.5,268,1854,915,35,16,15,31,36,284,60,34,24.5,9,61,0,16,18,5,1.60,17,13,+4,+0.43,+0.05,13.1,14.7,-1.6,-0.18,-0.35,24,21,0,18,0,36,7,14,33.3
Chelsea,Noni Madueke,eng ENG,FW,21,23,13,1053.0,2,4,1,2,0,2.5,1.7,2.6,76,52,136,0.43,0.17,0.60,0.34,0.51,0.21,0.23,0.44,0.14,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,0.05,+2.5,+2.3,412,486,84.8,5511,1281,268,294,91.2,115,136,84.6,13,20,65.0,2,2.6,2.0,-0.6,20,23,13,2,52,486,472,10,2,2,0,22,6,2,1,0,0,412,4,6,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0,16,10,8,4,4,11,34,32.4,23,11,0,11,4,20,14,0,666,18,85,224,373,77,665,86,37,43.0,37,43.0,428,3556,2191,76,36,38,25,14,504,136,46,30.8,13,70,2,10,14,10,1.74,28,19,+9,+0.77,+0.58,23.8,18.3,+5.6,+0.48,+0.06,8,19,3,22,0,54,7,10,41.2
Nottingham Forest,Nuno Tavares,pt POR,DF,23,8,5,457.0,0,0,0,2,0,0.2,0.2,0.5,14,24,12,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.1,0,7,1,14.3,1.38,0.20,0.00,0.00,26.1,0,0,0,0.02,-0.2,-0.2,201,274,73.4,2954,1132,117,136,86.0,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7,9,1.77,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,343,20,118,123,109,6,343,9,6,66.7,3,33.3,166,940,564,14,12,2,10,4,186,12,57,13.4,5,80,4,3,20,5,1.13,8,9,-1,-0.20,+0.32,6.7,5.2,+1.5,+0.30,+0.44,8,2,0,16,0,33,3,2,60.0
Wolverhampton Wanderers,Nélson Semedo,pt POR,"DF,MF",29,36,36,3084.0,1,0,0,10,1,1.3,1.3,1.7,103,138,150,0.00,0.03,0.03,0.00,0.03,0.04,0.05,0.09,0.04,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.3,0,17,4,23.5,0.50,0.12,0.00,0.00,19.7,0,0,0,0.07,-1.3,-1.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,2232,136,742,993,528,37,2232,90,51,56.7,29,32.2,1237,7650,4324,103,63,14,57,36,1376,150,86,90.2,36,86,27,0,,0,1.19,45,60,-15,-0.44,-0.44,42.0,61.2,-19.3,-0.56,-0.10,48,30,1,80,0,188,22,27,44.9
Brighton and Hove Albion,Odeluga Offiah,eng ENG,DF,20,4,1,128.0,0,0,0,0,0,0.0,0.0,0.0,9,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,63,80,78.8,851,196,39,41,95.1,21,24,87.5,2,7,28.6,0,0.0,0.0,0.0,0,1,1,0,4,80,70,9,0,0,0,3,9,0,0,0,0,63,1,5,4,2.81,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,87,1,31,27,31,2,87,6,4,66.7,1,16.7,59,418,268,9,5,1,1,0,64,9,32,3.7,1,73,0,3,18,4,0.25,1,3,-2,-1.41,-1.27,1.9,2.2,-0.3,-0.19,-0.24,2,2,0,3,0,4,1,1,50.0
Nottingham Forest,Odisseas Vlachodimos,gr GRE,GK,29,5,5,450.0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,5.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,141,176,80.1,3965,2847,21,21,100.0,73,73,100.0,47,80,58.8,0,0.0,0.0,0.0,1,0,0,0,1,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,181,140,179,2,0,0,181,0,0,,0,,94,476,265,0,0,0,0,0,89,0,90,13.2,5,90,5,0,,14,0.60,6,12,-6,-1.20,-0.84,4.9,7.5,-2.6,-0.53,-0.51,0,1,0,0,0,4,0,0,
Crystal Palace,Odsonne Édouard,fr FRA,"FW,MF",25,30,17,1555.0,0,7,0,4,0,6.2,6.2,1.2,33,36,100,0.41,0.00,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.3,7,51,19,37.3,2.95,1.10,0.14,0.37,13.7,3,0,0,0.12,+0.8,+0.8,249,350,71.1,3106,704,164,207,79.2,61,80,76.3,7,11,63.6,0,1.2,1.1,-1.2,18,12,15,1,36,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20,45,2.60,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,24,12,8,8,8,4,19,21.1,15,17,1,16,6,30,19,0,597,18,59,222,326,98,597,50,19,38.0,24,48.0,341,1762,877,33,18,25,55,26,415,100,52,45.5,17,81,5,13,14,3,1.23,14,24,-10,-0.58,-1.01,19.6,20.6,-1.0,-0.06,+0.06,31,22,9,10,0,38,30,54,35.7
Nottingham Forest,Ola Aina,ng NGA,DF,26,22,20,1692.0,1,1,0,3,0,0.3,0.3,0.9,53,68,38,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,1,11,1,9.1,0.59,0.05,0.09,1.00,26.6,0,0,0,0.02,+0.7,+0.7,603,802,75.2,9610,4012,328,374,87.7,217,284,76.4,45,99,45.5,1,0.9,1.0,+0.1,11,58,13,6,68,802,649,150,12,2,2,28,138,0,0,0,0,603,3,17,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,47,31,31,12,4,29,41,70.7,12,19,3,16,18,65,51,1,1019,62,340,462,228,13,1019,45,27,60.0,14,31.1,494,3139,1830,53,29,11,24,10,539,38,77,49.5,20,84,9,2,5,3,1.00,27,39,-12,-0.64,-0.33,23.3,28.6,-5.3,-0.28,-0.39,18,25,2,28,0,97,16,12,57.1
Arsenal,Oleksandr Zinchenko,ua UKR,DF,26,27,20,1722.0,2,1,0,2,0,0.6,0.6,2.5,40,229,58,0.05,0.10,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.1,1,17,3,17.6,0.89,0.16,0.06,0.33,24.0,0,0,0,0.03,+0.4,+0.4,1374,1568,87.6,23132,6928,653,706,92.5,601,667,90.1,95,134,70.9,2,2.5,2.9,-0.5,29,154,49,4,229,1568,1395,165,46,11,5,30,119,0,0,0,0,1374,8,14,67,3.50,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,1729,46,335,885,519,28,1729,14,7,50.0,5,35.7,1013,4792,2334,40,28,7,10,15,1178,58,64,50.4,20,79,7,7,21,5,2.26,38,15,+23,+1.20,-0.87,38.5,12.1,+26.4,+1.38,+0.22,7,9,1,30,0,104,27,16,62.8
Tottenham Hotspur,Oliver Skipp,eng ENG,"MF,DF",22,21,5,707.0,0,0,0,3,0,0.7,0.7,0.6,8,37,25,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.16,0.09,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,13.7,0,0,0,0.17,-0.7,-0.7,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0,448,14,90,257,102,13,448,3,2,66.7,1,33.3,226,831,399,8,4,1,9,6,319,25,34,20.7,5,73,1,16,21,10,1.90,15,17,-2,-0.25,-0.75,14.7,17.0,-2.3,-0.30,-0.53,8,12,0,1,0,36,3,10,23.1
Aston Villa,Ollie Watkins,eng ENG,FW,27,37,37,3217.0,13,19,0,4,0,16.8,16.8,7.3,62,55,214,0.53,0.36,0.90,0.53,0.90,0.47,0.21,0.68,0.47,0.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.7,19,107,47,43.9,2.99,1.31,0.18,0.40,12.8,0,0,0,0.16,+2.2,+2.2,459,609,75.4,5830,932,293,363,80.7,124,164,75.6,9,19,47.4,13,7.3,4.2,+5.7,45,23,22,0,55,609,586,21,1,5,1,13,4,0,0,0,0,459,2,17,100,2.80,70,0,7,18,4,1,26,0.73,15,0,2,7,2,0,12,7,0,5,7,5,11,45.5,6,26,4,22,4,16,20,0,958,28,56,369,542,215,958,63,26,41.3,31,49.2,581,3085,1465,62,37,41,78,57,761,214,87,94.1,37,87,27,0,,0,1.84,72,56,+16,+0.45,+0.89,60.6,54.9,+5.6,+0.16,+1.16,22,41,16,13,0,64,49,80,38.0
Ipswich Town,Omari Hutchinson,eng ENG,"FW,MF",19,44,20,2195.0,4,10,0,3,0,5.2,5.2,4.8,146,85,273,0.41,0.16,0.57,0.41,0.57,0.21,0.20,0.41,0.21,0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.4,10,66,30,45.5,2.71,1.23,0.15,0.33,18.5,2,0,0,0.08,+4.8,+4.8,616,858,71.8,9176,2209,352,420,83.8,211,295,71.5,29,69,42.0,4,4.8,5.2,-0.8,38,38,40,18,85,858,830,27,4,8,2,93,11,6,5,0,0,616,1,42,93,3.82,66,1,14,6,4,2,11,0.45,6,1,2,1,0,1,54,28,20,20,14,20,67,29.9,47,48,3,45,15,69,7,0,1267,17,159,449,685,142,1267,117,50,42.7,55,47.0,823,6611,3318,146,69,80,71,57,893,273,50,53.0,20,83,11,24,22,1,2.11,53,27,+26,+1.07,+0.65,40.5,23.8,+16.7,+0.68,+0.19,55,36,11,93,0,116,10,23,30.3
Nottingham Forest,Orel Mangala,be BEL,MF,25,20,19,1563.0,0,1,0,6,0,0.8,0.8,0.2,13,45,14,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,1,10,1,10.0,0.58,0.06,0.10,1.00,18.9,0,0,0,0.08,+0.2,+0.2,570,646,88.2,9021,2312,292,321,91.0,225,247,91.1,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14,78,45.7,19,82,10,1,4,1,0.85,16,31,-15,-0.86,-0.72,17.3,24.7,-7.4,-0.43,-0.62,23,21,0,2,0,74,9,3,75.0
Manchester City,Oscar Bobb,no NOR,"FW,MF",20,14,2,302.0,1,1,0,0,0,1.4,1.4,1.2,13,25,38,0.30,0.30,0.60,0.30,0.60,0.41,0.37,0.78,0.41,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,1,4,1,25.0,1.19,0.30,0.25,1.00,11.1,0,0,0,0.35,-0.4,-0.4,155,177,87.6,2056,478,101,107,94.4,44,51,86.3,4,4,100.0,1,1.2,1.3,-0.2,9,3,19,1,25,177,169,8,3,3,0,5,4,1,0,0,0,155,0,5,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0,219,4,13,36,173,27,219,18,11,61.1,6,33.3,139,671,395,13,5,5,6,6,159,38,22,8.8,2,75,1,12,13,21,2.57,12,5,+7,+2.09,+0.50,9.3,3.1,+6.3,+1.86,+0.75,2,3,0,5,0,17,1,2,33.3
West Ham United,Pablo Fornals,es ESP,"MF,FW",27,15,4,426.0,0,0,0,0,0,0.3,0.3,0.3,4,29,27,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.13,0.07,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.7,0,7,3,42.9,1.48,0.63,0.00,0.00,20.1,0,0,0,0.04,-0.3,-0.3,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0,0.3,0.3,-0.3,5,19,6,1,29,210,204,6,2,0,2,8,2,0,0,0,0,162,0,6,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0,277,7,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27,28,12.5,4,78,2,11,11,6,1.67,6,9,-3,-0.63,-0.30,6.7,9.6,-2.8,-0.60,-0.12,3,5,1,8,0,26,3,6,33.3
Wolverhampton Wanderers,Pablo Sarabia,es ESP,"MF,FW",31,30,20,1745.0,7,2,2,5,0,5.5,3.9,5.9,41,109,137,0.21,0.36,0.57,0.10,0.46,0.28,0.30,0.59,0.20,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.4,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,0.09,-1.5,-1.9,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0,20,13,8,8,4,12,36,33.3,24,17,1,16,10,30,9,0,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137,58,51.0,20,77,5,10,20,7,1.33,31,27,+4,+0.21,+1.23,26.9,30.9,-4.0,-0.21,+0.71,21,25,9,131,0,90,7,21,25.0
Tottenham Hotspur,Pape Matar Sarr,sn SEN,MF,20,34,27,2069.0,3,3,0,9,0,3.4,3.4,2.2,43,150,90,0.13,0.13,0.26,0.13,0.26,0.15,0.10,0.25,0.15,0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.0,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,0.10,-0.4,-0.4,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,+0.8,20,108,23,4,150,1349,1329,18,5,6,3,25,9,1,0,0,0,1179,2,27,52,2.26,43,0,0,3,2,4,7,0.30,6,0,0,1,0,0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1,1582,64,283,830,486,44,1582,38,19,50.0,17,44.7,1041,5912,2263,43,58,3,37,15,1197,90,61,60.5,27,71,4,7,23,0,1.79,40,27,+13,+0.57,+0.57,37.6,34.2,+3.4,+0.15,+0.05,32,17,0,25,0,144,24,27,47.1
Brighton and Hove Albion,Pascal Groß,de GER,"MF,DF",32,36,34,3114.0,10,3,1,6,0,6.5,5.7,8.1,83,302,180,0.12,0.29,0.40,0.09,0.38,0.19,0.24,0.42,0.16,0.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.6,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,0.11,-2.5,-2.7,2774,3223,86.1,42905,13360,1583,1674,94.6,914,1035,88.3,193,359,53.8,10,8.1,9.2,+1.9,103,242,73,27,302,3223,2903,309,120,5,16,238,47,133,56,57,3,2774,11,41,185,5.35,114,54,5,9,2,1,16,0.46,9,2,4,1,0,0,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3,3534,133,826,1681,1050,70,3533,30,16,53.3,13,43.3,2284,10055,5189,83,69,8,35,28,2736,180,87,91.1,34,90,32,2,33,0,1.25,50,50,0,0.00,+2.06,52.1,50.3,+1.8,+0.05,+0.18,23,27,3,238,0,144,14,17,45.2
Leicester City,Patson Daka,zm ZAM,FW,24,20,15,1086.0,5,4,3,1,0,9.4,7.1,1.6,10,23,68,0.58,0.41,0.99,0.33,0.75,0.78,0.13,0.91,0.59,0.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,7,36,11,30.6,2.98,0.91,0.11,0.36,13.3,0,3,3,0.20,-2.4,-3.1,220,283,77.7,2850,346,142,168,84.5,65,81,80.2,3,5,60.0,5,1.6,1.2,+3.4,12,10,9,0,23,283,257,25,0,2,0,0,0,0,0,0,0,220,1,11,33,2.74,24,0,2,3,3,1,10,0.83,7,0,1,0,2,0,12,8,2,4,6,3,6,50.0,3,8,1,7,2,14,8,0,411,13,42,186,186,72,408,10,5,50.0,3,30.0,238,925,342,10,11,4,30,16,300,68,54,26.2,15,71,1,5,5,15,2.05,28,11,+17,+1.41,+0.50,24.5,8.7,+15.7,+1.31,+0.53,14,18,4,0,0,23,9,16,36.0
Aston Villa,Pau Torres,es ESP,DF,26,29,27,2464.0,0,2,0,1,0,1.0,1.0,0.4,42,128,16,0.07,0.00,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.4,2,12,5,41.7,0.44,0.18,0.17,0.40,15.4,0,0,0,0.08,+1.0,+1.0,1562,1788,87.4,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,0,0.4,0.7,-0.4,8,141,12,1,128,1788,1663,120,79,1,26,8,5,0,0,0,0,1562,5,9,23,0.84,22,1,0,0,0,0,1,0.04,1,0,0,0,0,0,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,1985,281,989,873,141,22,1985,28,17,60.7,9,32.1,1398,9039,5917,42,42,0,9,13,1456,16,85,72.0,27,88,25,2,45,5,2.07,57,37,+20,+0.73,+1.20,46.4,39.9,+6.5,+0.24,+0.53,18,10,2,8,0,127,23,22,51.1
