Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
Wolverhampton Wanderers,Pedro Neto,pt POR,"FW,MF",23,20,18,1516.0,9,2,0,4,0,3.5,3.5,4.4,98,54,149,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,2,36,12,33.3,2.14,0.71,0.06,0.17,16.8,3,0,0,0.10,-1.5,-1.5,538,722,74.5,8269,1984,308,354,87.0,154,210,73.3,49,98,50.0,9,4.4,3.7,+4.6,38,23,29,12,54,722,645,73,23,1,5,115,14,34,16,10,2,538,4,17,75,4.45,41,15,8,4,7,0,14,0.83,8,2,2,1,1,0,7,3,3,2,2,5,15,33.3,10,5,1,4,5,12,2,0,904,4,63,358,505,83,904,88,37,42.0,42,47.7,581,4915,2615,98,65,42,44,20,683,149,76,44.3,18,83,12,2,12,1,1.40,22,27,-5,-0.30,+0.18,21.8,29.4,-7.6,-0.45,+0.18,15,21,2,115,0,79,4,18,18.2
Tottenham Hotspur,Pedro Porro,es ESP,DF,23,35,35,3089.0,7,3,0,3,0,2.9,2.9,7.2,57,194,158,0.09,0.20,0.29,0.09,0.29,0.09,0.21,0.30,0.09,0.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.3,3,53,12,22.6,1.54,0.35,0.06,0.25,21.0,4,0,0,0.06,+0.1,+0.1,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,7,7.2,6.0,-0.2,51,135,48,10,194,2369,1907,451,56,14,11,198,295,100,36,36,1,1806,11,68,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158,88,90.3,35,88,31,0,,1,1.77,66,54,+12,+0.35,+0.08,61.9,57.8,+4.1,+0.12,-0.05,37,27,1,198,0,199,15,14,51.7
Brighton and Hove Albion,Pervis Estupiñán,ec ECU,DF,25,19,15,1243.0,3,2,0,4,0,1.0,1.0,3.5,47,83,88,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,2,11,6,54.5,0.80,0.43,0.18,0.33,18.8,0,0,0,0.09,+1.0,+1.0,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3,3.5,2.3,-0.5,26,66,25,11,83,962,851,107,22,1,3,65,73,12,6,2,0,809,4,20,42,3.04,37,3,1,1,0,0,2,0.14,2,0,0,0,0,0,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0,1109,56,256,546,316,37,1109,23,9,39.1,9,39.1,693,3046,1806,47,30,13,20,6,735,88,65,36.3,15,76,9,4,24,1,1.47,23,26,-3,-0.22,-0.05,21.6,25.8,-4.2,-0.30,-0.54,22,17,5,65,1,90,12,14,46.2
Manchester City,Phil Foden,eng ENG,"FW,MF",23,35,33,2857.0,8,19,0,2,0,10.3,10.3,8.4,93,168,269,0.60,0.25,0.85,0.60,0.85,0.33,0.26,0.59,0.33,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,19,105,48,45.7,3.31,1.51,0.18,0.40,18.5,4,0,0,0.10,+8.7,+8.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168,1767,1684,79,19,15,6,89,4,50,26,14,0,1511,4,49,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1,2146,22,174,785,1211,190,2146,102,47,46.1,46,45.1,1435,6921,3434,93,79,56,62,49,1753,269,82,83.5,33,85,19,2,25,2,2.34,75,27,+48,+1.51,-0.73,65.4,28.8,+36.6,+1.15,-0.18,14,60,5,89,0,127,6,17,26.1
Bournemouth,Philip Billing,dk DEN,MF,27,29,13,1398.0,2,2,0,3,1,2.5,2.5,3.2,22,53,63,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,0.08,-0.5,-0.5,404,537,75.2,6037,1791,232,279,83.2,121,153,79.1,31,56,55.4,2,3.2,2.1,-1.2,23,39,15,4,53,537,518,17,4,0,6,29,5,6,3,1,0,404,2,17,46,2.96,40,2,1,2,1,0,5,0.32,5,0,0,0,0,0,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1,755,43,139,337,286,60,755,33,12,36.4,18,54.5,366,1772,798,22,23,6,27,17,438,63,48,40.9,13,83,6,16,20,4,1.24,18,36,-18,-1.16,-1.38,18.8,29.2,-10.4,-0.67,-1.04,19,12,0,29,0,76,36,24,60.0
Tottenham Hotspur,Pierre Højbjerg,dk DEN,MF,27,36,8,1311.0,0,0,0,4,0,0.7,0.7,1.2,17,134,29,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,0,19,6,31.6,1.30,0.41,0.00,0.00,26.5,3,0,0,0.04,-0.7,-0.7,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,1415,1364,41,31,2,12,14,8,2,0,0,0,1234,10,14,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,32,18,13,17,2,13,34,38.2,21,21,7,14,19,51,30,3,1585,63,377,913,310,16,1585,23,12,52.2,10,43.5,1012,4237,1820,17,25,2,20,9,1230,29,36,38.3,8,83,4,28,23,2,1.81,31,28,+3,+0.21,-0.22,27.6,25.4,+2.2,+0.15,+0.04,20,17,0,14,1,121,8,13,38.1
Tottenham Hotspur,Radu Drăgușin,ro ROU,DF,21,9,4,429.0,0,0,0,1,0,0.1,0.1,0.0,5,8,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,0,1,0,0.0,0.21,0.00,0.00,,10.4,0,0,0,0.14,-0.1,-0.1,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,50.0,0,0.0,0.0,0.0,0,10,0,0,8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0,411,44,217,189,7,2,411,3,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1,48,12.5,4,90,4,5,14,9,1.89,10,7,+3,+0.63,+0.33,12.8,8.3,+4.5,+0.95,+0.94,6,4,1,0,0,21,9,6,60.0
Chelsea,Raheem Sterling,eng ENG,"FW,MF",28,31,22,1978.0,4,8,0,7,0,6.5,6.5,4.5,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.20,0.50,0.29,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.0,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,0.13,+1.5,+1.5,538,728,73.9,7091,1775,363,428,84.8,135,191,70.7,18,33,54.5,4,4.5,4.3,-0.5,30,31,35,7,78,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34,85,3.87,55,0,15,4,7,4,14,0.64,7,0,4,0,3,0,21,10,7,8,6,12,26,46.2,14,13,0,13,13,34,9,1,1019,8,77,324,638,167,1019,132,45,34.1,70,53.0,744,5113,3063,120,51,65,54,44,821,242,64,57.8,22,82,9,9,20,3,1.48,41,38,+3,+0.14,-0.55,40.7,32.6,+8.2,+0.37,-0.15,34,41,10,59,0,92,2,14,12.5
Manchester United,Raphaël Varane,fr FRA,DF,30,22,16,1375.0,0,1,0,2,0,1.3,1.3,0.1,16,59,2,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.09,0.08,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,1,8,2,25.0,0.52,0.13,0.13,0.50,9.2,0,0,0,0.16,-0.3,-0.3,694,781,88.9,11976,3767,282,301,93.7,350,381,91.9,45,68,66.2,0,0.1,0.6,-0.1,1,59,4,0,59,781,708,69,24,1,0,0,3,0,0,0,0,694,4,4,16,1.05,13,1,0,2,0,0,2,0.13,2,0,0,0,0,0,18,11,10,7,1,10,14,71.4,4,23,18,5,15,33,88,0,945,178,469,434,44,11,945,2,1,50.0,1,50.0,549,3541,2161,16,11,0,6,2,569,2,63,40.2,16,81,12,6,12,4,1.91,25,23,+2,+0.13,+0.26,25.2,27.5,-2.3,-0.15,+0.30,8,3,2,0,0,67,21,5,80.8
Manchester United,Rasmus Højlund,dk DEN,FW,20,30,25,2158.0,2,10,0,2,0,7.6,7.6,1.6,36,33,111,0.42,0.08,0.50,0.42,0.50,0.32,0.07,0.38,0.32,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.0,10,38,20,52.6,1.58,0.83,0.26,0.50,11.6,0,0,0,0.20,+2.4,+2.4,304,402,75.6,3552,884,199,247,80.6,58,77,75.3,11,12,91.7,2,1.6,0.9,+0.4,28,14,14,1,33,402,369,30,0,1,0,6,2,0,0,0,0,304,3,16,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,11,7,2,3,6,5,13,38.5,8,9,1,8,1,12,19,0,612,20,61,262,297,96,612,38,18,47.4,18,47.4,356,2100,1101,36,26,15,50,29,429,111,72,63.1,25,81,8,5,26,0,1.60,36,35,+1,+0.04,+0.18,35.1,40.9,-5.8,-0.24,+0.23,20,30,15,6,0,60,25,65,27.8
Wolverhampton Wanderers,Rayan Aït-Nouri,dz ALG,"DF,MF",22,33,29,2329.0,1,2,0,7,0,3.3,3.3,2.4,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.9,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,0.14,-1.3,-1.3,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,1190,1047,138,24,2,5,41,106,8,5,2,0,1005,5,24,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0,1522,56,406,698,446,49,1522,115,62,53.9,39,33.9,868,4904,2435,67,48,8,51,56,1007,99,71,68.1,29,76,10,4,30,0,1.21,36,43,-7,-0.27,+0.39,32.8,45.5,-12.7,-0.49,+0.19,25,53,8,41,0,136,21,25,45.7
Fulham,Raúl Jiménez,mx MEX,FW,32,24,18,1395.0,0,7,0,3,1,5.2,5.2,1.5,11,24,87,0.45,0.00,0.45,0.45,0.45,0.33,0.10,0.43,0.33,0.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,7,41,17,41.5,2.65,1.10,0.17,0.41,14.7,0,0,0,0.13,+1.8,+1.8,262,382,68.6,3408,717,162,201,80.6,54,90,60.0,17,33,51.5,0,1.5,1.0,-1.5,11,23,11,2,24,382,370,11,4,4,3,7,1,0,0,0,0,262,1,13,27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,18,12,4,8,6,7,20,35.0,13,11,3,8,4,22,13,0,567,22,58,269,240,67,567,24,10,41.7,12,50.0,317,1407,453,11,14,5,44,32,442,87,58,40.8,18,71,4,6,19,5,1.25,25,26,-1,-0.06,+0.16,17.3,28.8,-11.5,-0.74,-0.71,17,21,12,7,0,43,44,59,42.7
Chelsea,Reece James,eng ENG,DF,23,10,5,419.0,2,0,0,2,2,0.3,0.3,1.7,19,21,35,0.00,0.43,0.43,0.00,0.43,0.07,0.37,0.44,0.07,0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.7,0,7,1,14.3,1.50,0.21,0.00,0.00,20.9,3,0,0,0.04,-0.3,-0.3,275,341,80.6,4433,1383,144,163,88.3,104,130,80.0,19,34,55.9,2,1.7,1.6,+0.3,11,21,6,3,21,341,284,57,10,4,2,28,46,1,0,1,0,275,0,5,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,14,9,10,3,1,8,10,80.0,2,4,4,0,3,17,7,1,391,26,118,153,124,20,391,15,9,60.0,4,26.7,217,1061,548,19,8,3,6,6,245,35,42,12.3,5,62,0,5,21,0,1.20,8,11,-3,-0.64,-1.15,8.1,9.6,-1.5,-0.33,-0.87,4,5,2,28,0,28,8,5,61.5
Arsenal,Reiss Nelson,eng ENG,FW,23,15,1,268.0,0,0,0,1,0,0.2,0.2,0.6,9,5,26,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,0,4,1,25.0,1.34,0.34,0.00,0.00,19.7,0,0,0,0.05,-0.2,-0.2,127,144,88.2,1674,298,80,83,96.4,31,36,86.1,6,12,50.0,0,0.6,0.4,-0.6,5,1,6,2,5,144,132,12,4,0,1,14,3,5,4,0,0,127,0,3,9,3.02,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,9,6,5,1,3,8,10,80.0,2,5,1,4,1,10,5,0,188,8,30,67,96,13,188,7,1,14.3,6,85.7,129,729,281,9,5,4,11,4,128,26,18,7.8,1,74,0,14,14,15,2.27,10,1,+9,+3.02,+1.51,7.0,2.2,+4.8,+1.62,+0.39,5,6,0,14,0,22,0,5,0.0
Leicester City,Ricardo Pereira,pt POR,"DF,MF",29,39,37,3278.0,3,3,0,8,0,3.1,3.1,3.9,46,185,67,0.08,0.08,0.16,0.08,0.16,0.08,0.11,0.19,0.08,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.4,3,27,13,48.1,0.74,0.36,0.11,0.23,17.2,0,0,0,0.11,-0.1,-0.1,2415,2673,90.3,36386,8088,1353,1433,94.4,886,986,89.9,110,134,82.1,3,3.9,4.7,-0.9,45,134,37,4,185,2673,2387,285,48,9,11,16,236,1,0,0,0,2415,1,38,90,2.47,80,1,2,0,2,5,6,0.16,6,0,0,0,0,0,105,63,55,39,11,51,94,54.3,43,50,10,40,53,158,72,4,3088,118,720,1776,613,44,3088,38,19,50.0,15,39.5,1456,5266,2783,46,51,9,45,30,2134,67,84,79.2,37,88,29,2,19,3,2.08,67,33,+34,+0.93,-0.53,64.1,32.6,+31.5,+0.86,-0.26,34,38,0,16,0,208,35,44,44.3
Tottenham Hotspur,Richarlison,br BRA,FW,26,28,18,1491.0,4,11,0,3,0,9.6,9.6,2.1,26,38,106,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.70,0.58,0.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.6,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,0.15,+1.4,+1.4,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,+1.9,15,21,13,1,38,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25,34,2.05,23,0,3,5,2,1,5,0.30,5,0,0,0,0,0,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106,53,43.6,18,74,6,10,15,1,1.82,37,18,+19,+1.15,+1.43,30.2,25.6,+4.5,+0.27,+0.26,20,30,12,14,0,42,25,57,30.5
Brentford,Rico Henry,eng ENG,DF,26,5,5,401.0,1,0,0,1,0,0.1,0.1,1.0,13,20,12,0.00,0.22,0.22,0.00,0.22,0.02,0.22,0.24,0.02,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.5,0,2,0,0.0,0.45,0.00,0.00,,19.2,0,0,0,0.04,-0.1,-0.1,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,1.0,0.8,0.0,4,10,7,2,20,183,165,17,2,0,3,11,15,0,0,0,0,147,1,4,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1,227,14,78,93,59,7,227,10,7,70.0,1,10.0,115,698,372,13,3,3,8,7,126,12,80,11.7,5,80,4,0,,0,1.20,8,5,+3,+0.67,+1.03,9.8,5.1,+4.7,+1.05,+1.12,4,6,2,11,0,24,4,5,44.4
Manchester City,Rico Lewis,eng ENG,"DF,MF",18,16,8,809.0,0,2,0,1,0,0.6,0.6,1.1,21,33,46,0.22,0.00,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0,2,5,4,80.0,0.56,0.44,0.40,0.50,15.5,0,0,0,0.13,+1.4,+1.4,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60.0,0,1.1,1.2,-1.1,13,29,9,0,33,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11,15,1.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0,620,8,119,287,220,30,620,9,4,44.4,4,44.4,380,1758,964,21,20,5,2,12,486,46,51,23.7,8,83,4,8,19,22,2.25,26,9,+17,+1.89,+0.34,19.1,9.0,+10.1,+1.12,-0.08,7,20,0,1,0,42,0,6,0.0
Chelsea,Robert Sánchez,es ESP,GK,25,16,16,1433.0,0,0,0,2,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,15.9,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0,2,0.13,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,3,649,561,644,5,0,0,649,0,0,,0,,392,1890,1130,0,0,0,1,0,360,0,90,41.9,16,90,15,0,,2,1.19,26,25,+1,+0.06,-0.53,30.2,23.7,+6.5,+0.41,-0.04,0,1,0,0,0,20,3,0,100.0
Aston Villa,Robin Olsen,se SWE,GK,33,5,4,405.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13,2.89,34,20,61.8,1,0,3,0,0.0,1,0,1,0,100.0,4.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,165,203,81.3,3545,2046,49,49,100.0,89,90,98.9,26,63,41.3,0,0.0,0.0,0.0,0,1,0,0,0,203,163,40,13,0,0,0,0,0,0,0,0,165,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,216,200,215,1,0,0,216,0,0,,0,,131,626,303,0,0,0,0,0,115,0,81,11.8,4,90,4,1,45,26,0.80,4,13,-9,-2.00,-2.72,4.5,10.1,-5.6,-1.25,-1.52,0,2,0,0,0,4,2,0,100.0
Manchester City,Rodri,es ESP,MF,27,34,34,2931.0,9,8,0,8,1,4.1,4.1,3.9,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.6,8,62,22,35.5,1.90,0.68,0.13,0.36,20.6,0,0,0,0.07,+3.9,+3.9,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,+5.1,49,378,61,0,376,3656,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55,86,85.7,34,86,27,0,,1,2.59,87,26,+61,+1.87,+1.69,72.0,28.7,+43.3,+1.33,+1.02,41,35,6,12,0,235,54,22,71.1
Tottenham Hotspur,Rodrigo Bentancur,uy URU,MF,26,23,13,1005.0,1,1,0,7,0,1.9,1.9,0.5,16,72,31,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.2,1,18,4,22.2,1.61,0.36,0.06,0.25,16.3,0,0,0,0.11,-0.9,-0.9,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,+0.5,8,69,11,1,72,800,786,10,9,4,0,9,0,0,0,0,0,674,4,26,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,931,36,174,512,250,29,931,21,11,52.4,8,38.1,573,2769,1148,16,22,2,16,19,730,31,44,29.4,13,59,1,10,24,0,1.43,17,25,-8,-0.72,-1.50,19.9,20.7,-0.8,-0.07,-0.28,20,17,0,9,0,54,14,22,38.9
Fulham,Rodrigo Muniz,br BRA,FW,22,26,18,1593.0,1,9,0,1,0,8.7,8.7,2.0,8,19,76,0.51,0.06,0.56,0.51,0.56,0.49,0.12,0.61,0.49,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.7,9,73,26,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,0.12,+0.3,+0.3,136,222,61.3,2018,532,74,113,65.5,39,64,60.9,12,16,75.0,1,2.0,0.9,-1.0,18,14,7,0,19,222,207,14,0,1,1,2,0,0,0,0,0,136,1,4,39,2.20,21,0,3,9,4,2,2,0.11,1,0,0,1,0,0,7,3,1,5,1,1,6,16.7,5,9,3,6,6,13,20,0,462,30,45,201,220,118,462,20,5,25.0,13,65.0,257,788,258,8,4,4,54,34,343,76,61,46.6,18,80,7,8,18,7,1.04,24,27,-3,-0.17,-0.02,25.5,26.1,-0.6,-0.04,+0.53,24,34,4,2,0,34,74,109,40.4
Bournemouth,Ryan Christie,sct SCO,MF,28,37,35,2907.0,5,0,0,6,0,2.3,2.3,5.4,60,167,78,0.00,0.15,0.15,0.00,0.15,0.07,0.17,0.24,0.07,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.3,0,43,13,30.2,1.33,0.40,0.00,0.00,20.0,0,0,0,0.05,-2.3,-2.3,988,1300,76.0,18802,5120,399,467,85.4,425,510,83.3,143,253,56.5,5,5.4,5.4,-0.4,55,118,42,7,167,1300,1217,78,22,17,18,73,2,30,29,0,0,988,5,26,117,3.62,88,8,7,5,6,3,6,0.19,5,1,0,0,0,0,86,44,34,35,17,39,92,42.4,53,52,11,41,52,138,53,1,1737,88,339,876,564,69,1737,98,51,52.0,41,41.8,933,5769,2681,60,58,14,58,47,987,78,79,85.0,35,81,18,2,29,0,1.22,44,56,-12,-0.37,-0.20,46.3,48.3,-2.0,-0.06,-0.03,48,38,5,73,0,231,21,38,35.6
